james madison, date of birth, placed, , 1751
1808 presidential election, point in time, placed, , 1808
1808 presidential election, point in time, placed, , 1808
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
madison, candidacy in election, placed, , 1808 presidential election
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
madison, candidacy in election, placed, , 1808 presidential election
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
madison, candidacy in election, placed, , 1808 presidential election
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
madison, candidacy in election, placed, , 1808 presidential election
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
madison, candidacy in election, placed, , 1808 presidential election
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
madison, candidacy in election, placed, , 1808 presidential election
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
madison, candidacy in election, placed, , 1808 presidential election
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
madison, candidacy in election, placed, , 1808 presidential election
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
madison, candidacy in election, placed, , 1808 presidential election
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
madison, candidacy in election, placed, , 1808 presidential election
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
1808 presidential election, point in time, placed, , 1808
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
madison, candidacy in election, placed, , 1808 presidential election
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
madison, candidacy in election, placed, , 1808 presidential election
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
1808 presidential election, point in time, placed, , 1808
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
madison, candidacy in election, placed, , 1808 presidential election
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
1808 presidential election, point in time, placed, , 1808
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
madison, candidacy in election, placed, , 1808 presidential election
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
madison, candidacy in election, placed, , 1808 presidential election
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
madison, candidacy in election, placed, , 1808 presidential election
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
madison, candidacy in election, placed, , 1808 presidential election
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
madison, candidacy in election, placed, , 1808 presidential election
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
madison, candidacy in election, placed, , 1808 presidential election
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
1808 presidential election, point in time, placed, , 1808
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
madison, candidacy in election, placed, , 1808 presidential election
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
madison, candidacy in election, placed, , 1808 presidential election
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
madison, candidacy in election, placed, , 1808 presidential election
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
1808 presidential election, point in time, placed, , 1808
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
madison, candidacy in election, placed, , 1808 presidential election
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
madison, candidacy in election, placed, , 1808 presidential election
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
madison, candidacy in election, placed, , 1808 presidential election
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
madison, candidacy in election, placed, , 1808 presidential election
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
madison, candidacy in election, placed, , 1808 presidential election
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
madison, candidacy in election, placed, , 1808 presidential election
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
madison, candidacy in election, placed, , 1808 presidential election
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
madison, candidacy in election, placed, , 1808 presidential election
1808 presidential election, successful candidate, placed, , madison
1808 presidential election, point in time, placed, , 1808
great britain, diplomatic relation, placed, , spain
spain, diplomatic relation, placed, , great britain
great britain, diplomatic relation, placed, , spain
france, diplomatic relation, placed, , great britain
great britain, diplomatic relation, placed, , france
great britain, diplomatic relation, placed, , spain
spain, diplomatic relation, placed, , great britain
great britain, diplomatic relation, placed, , spain
france, diplomatic relation, placed, , great britain
great britain, diplomatic relation, placed, , france
great britain, diplomatic relation, placed, , spain
spain, diplomatic relation, placed, , great britain
great britain, diplomatic relation, placed, , spain
france, diplomatic relation, placed, , great britain
great britain, diplomatic relation, placed, , france
great britain, diplomatic relation, placed, , spain
spain, diplomatic relation, placed, , great britain
great britain, diplomatic relation, placed, , spain
france, diplomatic relation, placed, , great britain
great britain, diplomatic relation, placed, , france
great britain, diplomatic relation, placed, , spain
spain, diplomatic relation, placed, , great britain
great britain, diplomatic relation, placed, , spain
france, diplomatic relation, placed, , great britain
great britain, diplomatic relation, placed, , france
great britain, diplomatic relation, placed, , spain
spain, diplomatic relation, placed, , great britain
great britain, diplomatic relation, placed, , spain
france, diplomatic relation, placed, , great britain
great britain, diplomatic relation, placed, , france
great britain, diplomatic relation, placed, , spain
spain, diplomatic relation, placed, , great britain
great britain, diplomatic relation, placed, , spain
france, diplomatic relation, placed, , great britain
great britain, diplomatic relation, placed, , france
great britain, diplomatic relation, placed, , spain
spain, diplomatic relation, placed, , great britain
great britain, diplomatic relation, placed, , spain
france, diplomatic relation, placed, , great britain
great britain, diplomatic relation, placed, , france
great britain, diplomatic relation, placed, , spain
spain, diplomatic relation, placed, , great britain
great britain, diplomatic relation, placed, , spain
france, diplomatic relation, placed, , great britain
great britain, diplomatic relation, placed, , france
great britain, diplomatic relation, placed, , spain
spain, diplomatic relation, placed, , great britain
great britain, diplomatic relation, placed, , spain
france, diplomatic relation, placed, , great britain
great britain, diplomatic relation, placed, , france
west florida, shares border with, placed, , spain
spain, shares border with, placed, , west florida
west florida, located in the administrative territorial entity, placed, , spain
west florida, instance of, placed, , province
defenses, country, placed, , great britain
defenses, country, placed, , great britain
great britain, legislative body, placed, , congress
great britain, legislative body, placed, , congress
congress, applies to jurisdiction, placed, , great britain
defenses, country, placed, , great britain
great britain, legislative body, placed, , congress
great britain, legislative body, placed, , congress
congress, applies to jurisdiction, placed, , great britain
defenses, country, placed, , great britain
great britain, legislative body, placed, , congress
great britain, legislative body, placed, , congress
congress, applies to jurisdiction, placed, , great britain
defenses, country, placed, , great britain
defenses, country, placed, , great britain
great britain, legislative body, placed, , congress
great britain, legislative body, placed, , congress
congress, applies to jurisdiction, placed, , great britain
defenses, country, placed, , great britain
great britain, legislative body, placed, , congress
great britain, legislative body, placed, , congress
congress, applies to jurisdiction, placed, , great britain
defenses, country, placed, , great britain
great britain, legislative body, placed, , congress
great britain, legislative body, placed, , congress
congress, applies to jurisdiction, placed, , great britain
defenses, country, placed, , great britain
great britain, legislative body, placed, , congress
great britain, legislative body, placed, , congress
congress, applies to jurisdiction, placed, , great britain
defenses, country, placed, , great britain
great britain, legislative body, placed, , congress
great britain, legislative body, placed, , congress
congress, applies to jurisdiction, placed, , great britain
defenses, country, placed, , great britain
great britain, legislative body, placed, , congress
great britain, legislative body, placed, , congress
congress, applies to jurisdiction, placed, , great britain
defenses, country, placed, , great britain
great britain, legislative body, placed, , congress
great britain, legislative body, placed, , congress
congress, applies to jurisdiction, placed, , great britain
declaration of war, country, placed, , great britain
declaration of war against great britain, point in time, placed, , june 1812
declaration of war, participant, placed, , great britain
declaration of war, country, placed, , great britain
declaration of war against great britain, point in time, placed, , june 1812
declaration of war, participant, placed, , great britain
declaration of war, country, placed, , great britain
declaration of war against great britain, point in time, placed, , june 1812
declaration of war, participant, placed, , great britain
declaration of war, country, placed, , great britain
declaration of war against great britain, point in time, placed, , june 1812
declaration of war, participant, placed, , great britain
declaration of war, country, placed, , great britain
declaration of war against great britain, point in time, placed, , june 1812
declaration of war, participant, placed, , great britain
declaration of war, country, placed, , great britain
declaration of war against great britain, point in time, placed, , june 1812
declaration of war, participant, placed, , great britain
declaration of war, country, placed, , great britain
declaration of war against great britain, point in time, placed, , june 1812
declaration of war, participant, placed, , great britain
declaration of war, country, placed, , great britain
declaration of war against great britain, point in time, placed, , june 1812
declaration of war, participant, placed, , great britain
declaration of war, country, placed, , great britain
declaration of war against great britain, point in time, placed, , june 1812
declaration of war, participant, placed, , great britain
declaration of war, country, placed, , great britain
declaration of war against great britain, point in time, placed, , june 1812
declaration of war, participant, placed, , great britain
declaration of war, country, placed, , great britain
declaration of war against great britain, point in time, placed, , june 1812
declaration of war, participant, placed, , great britain
treaty of ghent, point in time, placed, , december 1814
treaty of ghent ending the war, point in time, placed, , february 1815
victory at new orleans, point in time, placed, , january 1815
new orleans, point in time, placed, , january 1815
nearly miraculous victory, location, placed, , new orleans
napoleon, conflict, placed, , european conflict
european conflict, participant, placed, , napoleon
napoleon, conflict, placed, , european conflict
european conflict, participant, placed, , napoleon
napoleon, conflict, placed, , european conflict
european conflict, participant, placed, , napoleon
napoleon, conflict, placed, , european conflict
european conflict, participant, placed, , napoleon
constitutional amendment, main subject, placed, , federal government
constitutional amendment, applies to jurisdiction, placed, , federal government
constitutional amendment, main subject, placed, , federal government
constitutional amendment, applies to jurisdiction, placed, , federal government
constitutional amendment, main subject, placed, , federal government
constitutional amendment, applies to jurisdiction, placed, , federal government
constitutional amendment, main subject, placed, , federal government
constitutional amendment, applies to jurisdiction, placed, , federal government
constitutional amendment, main subject, placed, , federal government
constitutional amendment, applies to jurisdiction, placed, , federal government
national bank, instance of, placed, , protective tariff
constitutional amendment, main subject, placed, , federal government
constitutional amendment, applies to jurisdiction, placed, , federal government
constitutional amendment, main subject, placed, , federal government
constitutional amendment, applies to jurisdiction, placed, , federal government
national bank, instance of, placed, , protective tariff
national bank, instance of, placed, , protective tariff
constitutional amendment, main subject, placed, , federal government
constitutional amendment, applies to jurisdiction, placed, , federal government
constitutional amendment, main subject, placed, , federal government
constitutional amendment, applies to jurisdiction, placed, , federal government
constitutional amendment, main subject, placed, , federal government
constitutional amendment, applies to jurisdiction, placed, , federal government
scientific farming, opposite of, placed, , virginia agriculture
scientific farming, opposite of, placed, , virginia agriculture
virginia agriculture, opposite of, placed, , scientific farming
scientific farming, opposite of, placed, , virginia agriculture
scientific farming, opposite of, placed, , virginia agriculture
virginia agriculture, opposite of, placed, , scientific farming
scientific farming, opposite of, placed, , virginia agriculture
scientific farming, opposite of, placed, , virginia agriculture
virginia agriculture, opposite of, placed, , scientific farming
scientific farming, opposite of, placed, , virginia agriculture
scientific farming, opposite of, placed, , virginia agriculture
virginia agriculture, opposite of, placed, , scientific farming
scientific farming, opposite of, placed, , virginia agriculture
scientific farming, opposite of, placed, , virginia agriculture
virginia agriculture, opposite of, placed, , scientific farming
scientific farming, opposite of, placed, , virginia agriculture
scientific farming, opposite of, placed, , virginia agriculture
virginia agriculture, opposite of, placed, , scientific farming
scientific farming, opposite of, placed, , virginia agriculture
scientific farming, opposite of, placed, , virginia agriculture
virginia agriculture, opposite of, placed, , scientific farming
scientific farming, opposite of, placed, , virginia agriculture
scientific farming, opposite of, placed, , virginia agriculture
virginia agriculture, opposite of, placed, , scientific farming
scientific farming, subclass of, placed, , agriculture
scientific farming, opposite of, placed, , virginia agriculture
scientific farming, opposite of, placed, , virginia agriculture
virginia agriculture, opposite of, placed, , scientific farming
scientific farming, opposite of, placed, , virginia agriculture
scientific farming, opposite of, placed, , virginia agriculture
virginia agriculture, opposite of, placed, , scientific farming
scientific farming, subclass of, placed, , agriculture
scientific farming, opposite of, placed, , virginia agriculture
scientific farming, opposite of, placed, , virginia agriculture
virginia agriculture, opposite of, placed, , scientific farming
university of virginia, inception, placed, , 1816
university, located in the administrative territorial entity, placed, , virginia
rector, part of, placed, , university of virginia
university of virginia, inception, placed, , 1816
university, located in the administrative territorial entity, placed, , virginia
rector, part of, placed, , university of virginia
university of virginia, inception, placed, , 1816
university, located in the administrative territorial entity, placed, , virginia
rector, part of, placed, , university of virginia
university of virginia, inception, placed, , 1816
university, located in the administrative territorial entity, placed, , virginia
rector, part of, placed, , university of virginia
university of virginia, inception, placed, , 1816
university, located in the administrative territorial entity, placed, , virginia
rector, part of, placed, , university of virginia
university of virginia, inception, placed, , 1816
university, located in the administrative territorial entity, placed, , virginia
rector, part of, placed, , university of virginia
university of virginia, inception, placed, , 1816
university, located in the administrative territorial entity, placed, , virginia
rector, part of, placed, , university of virginia
university of virginia, inception, placed, , 1816
university, located in the administrative territorial entity, placed, , virginia
rector, part of, placed, , university of virginia
university of virginia, inception, placed, , 1816
university, located in the administrative territorial entity, placed, , virginia
rector, part of, placed, , university of virginia
rector, part of, placed, , university of virginia
nullification, instance of, placed, , doctrines
states rights, opposite of, placed, , nullification
virginia convention, point in time, placed, , 1829
virginia convention, point in time, placed, , 1829
virginia convention, point in time, placed, , 1829
virginia convention, point in time, placed, , 1829
state constitution, point in time, placed, , 1829
state constitution, point in time, placed, , 1829
state constitution, point in time, placed, , 1829
virginia convention, point in time, placed, , 1829
state constitution, point in time, placed, , 1829
virginia convention, point in time, placed, , 1829
virginia convention, point in time, placed, , 1829
virginia convention, point in time, placed, , 1829
virginia convention, point in time, placed, , 1829
virginia convention, point in time, placed, , 1829
virginia convention, point in time, placed, , 1829
state constitution, point in time, placed, , 1829
1836 general election, point in time, placed, , 1836
1835 general election, point in time, placed, , 1835
1836 general election, point in time, placed, , 1836
1835 general election, point in time, placed, , 1835
1836 general election, point in time, placed, , 1836
1835 general election, point in time, placed, , 1835
1836 general election, point in time, placed, , 1836
1835 general election, point in time, placed, , 1835
1836 general election, point in time, placed, , 1836
1835 general election, point in time, placed, , 1835
